174,HOTEL CASINO SAN EUGENIO DEL CUAREIM,M,LUIS ALBERTO DE HERRERA 298,,,,ARTIGAS,ARTIGAS,47720710,47720711,,092249505,recepcion@hotelartigas.com,www.hotelartigas.com,,,-30.402400,-56.467200,,,,,,,,,174,4669167
218,HOTEL DEL NORTE,M,LECUEDER 507,,,,ARTIGAS,ARTIGAS,47722223,47722019,,,hoteldelnorte@adinet.com.uy,www.hotel-del-norte.com,,,-30.403000,-56.467900,,,,,,,,,218,4726081
50,HOTEL RESIDENCIAL CONCORDIA,M,APARICIO SARAVIA 256,,,,ARTIGAS,ARTIGAS,47722911,,,095318378,hotelconcordiartigas@gmail.com,,,,-30.401169,-56.463158,,,,,,,,,50,4446492
644,BUNGALOWS ATARDECER,M,JULIO CASAL CASI RUTA INTERBALNEARIA,,,,ATLANTIDA,CANELONES,099121870,,,,sergiopiston@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,644,6004368
68,COMPLEJO TURISTICO PARADISE,M,TOMAS BERRETA S/N,,,,ATLANTIDA,CANELONES,43721573,,,,paradise@adinet.com.uy,www.paradise.com.uy,,,-32.620800,-55.612700,,,,,,,,,68,4519561
28,COMPLEJO VACACIONAL CEA,M,AVENIDA PINARES S/N ENTRE INTERBALNEARIA Y RUTA 11,,,,ATLANTIDA,CANELONES,43724171,29081819,,,camping@cea.com.uy,www.cea.com.uy,,,-32.620800,-55.612700,,,,,,,,,28,4445840
131,HOSTERIA LUZ MARINA,M,CALLE 3 ENTRE CALLE 8 Y DIAGONAL SUR,,,,ATLANTIDA,CANELONES,43727723,,,099162268,hosterialuzmarina@adinet.com.uy,,,,-32.620800,-55.612700,,,,,,,,,131,4647078
592,HOTEL ARGENTINA,M,CALLE 11 Y 24,,,,ATLANTIDA,CANELONES,43722414,,,,info@hotelargentina.com.uy,www.hotelargentina.com.uy,,,-34.766700,-55.763100,,,,,,,,,592,5713937
635,HOTEL CENTENARIO,M,CALLE 11 Y 24,,,,ATLANTIDA,CANELONES,43722451,,,099286648,htlcentenario@hotmail.com,www.hotelcentenario.com.uy,,,-34.772500,-55.763500,,,,,,,,,635,5958570
105,SANTORAL,M,RAMBLA REPÚBLICA ARGENTINA ENTRE RAMBLA COSTANERA,,,,ATLANTIDA,CANELONES,43723200,091971021,,099188759,contacto@santoral.com.uy,www.santoral.com.uy,,,-32.620800,-55.612700,,,,,,,,,105,4585760
306,PARADOR TAJES,M,PARADOR TAJES RUTA 47 KILOMETRO 51,,,,CANELONES,CANELONES,43303641,,,,paradortajes.sts@mdn.gub.uy,www.dgssffaa.gub.uy,,,-34.606000,-56.474200,,,,,,,,,306,5070663
186,HOTEL BAHAMAS,M,AVENIDA AL PARQUE ROOSEVELT 900,,,,CIUDAD DE LA COSTA,CANELONES,26012089,,,,reservas@hotelbahamas.com.uy,www.hotelbahamas.com.uy,,,-34.871944,-56.022500,,,,,,,,,186,4694337
242,HOTEL HAMPTON BY HILTON MONTEVIDEO CARRASCO,M,AVENIDA DE LAS AMERICAS 4239,,,,CIUDAD DE LA COSTA,CANELONES,26033333,,,098280638,mvdhx_gm@hilton.com,www.hiltonhotels.com,,,-32.620800,-55.612700,,,,,,,,,242,4894727
282,CENTRO ISHA,M,RAMBLA ARTIGAS S/N Y ALFONSINA STORNI,,,,COSTA AZUL,CANELONES,43736994,,,094988334,administracionuy@isha.com,www.ishajudd.com,,,-32.620800,-55.612700,,,,,,,,,282,5037995
732,LA PONDEROSA,M,KM 42200 - CALLE 7 AL FINAL PADRON 345,,,,FORTIN DE SANTA ROSA,CANELONES,098884160,,,,delfinestres@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,732,6369263
2,EL DESCUBRIMIENTO RESORT CLUB,M,RAMBLA DE GUAZUBIRA S/N,,,,GUAZUBIRA VIEJO,CANELONES,43782141,43782143,,,info@eldescubrimiento.com,www.eldescubrimiento.com,,,-34.770500,-55.610800,,,,,,,,,2,4444437
708,PUEBLO SUIZO,M,RUTA INTERBALNEARIA KM.77.500,,,,JAUREGUIBERRY,CANELONES,094379950,,,,info@pueblosuizo.com,www.pueblosuizo.com,,,-32.620800,-55.612700,,,,,,,,,708,6240714
361,RESORT 77,M,RUTA INTERBALNEARIA KILOMETRO 77500,,,,JAUREGUIBERRY,CANELONES,091262122,,,091262122,info@resort77.com.uy,www.resort77.com.uy,,,-32.620800,-55.612700,,,,,,,,,361,5108558
707,HOTEL VISTA,M,RAMBLA DR. PEREA Y ARTIGAS,,,,LA FLORESTA,CANELONES,096433842,,,,info@hotelvista.com.uy,www.hotelvista.com.uy,,,-32.620800,-55.612700,,,,,,,,,707,6240301
785,LA TOSCANA RESIDENCES,M,DE LOS HORNEROS 172 - LA TOSCANA BLOC A,,,,LOMAS DE SOLYMAR,CANELONES,097556685,,,,latoscanaresidences@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,785,6810602
744,CLUB NAUTICO AGUAS CORRIENTES,M,RAMON LOPEZ S/N,,,,LOS CERRILLOS,CANELONES,095376369,,,,cnac_escuelitacanotaje2012@hotmail.com,,,,-32.620800,-55.612700,,,,,,,,,744,6372743
807,EL VERGEL,M,CNO VECINAL RUTA 46 - KM 42,,,,LOS CERRILLOS,CANELONES,092966171,,,,elvergelloscerrillos@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,807,6881824
673,CABAÑAS ALBATROS,M,RUTA 10 (RAMBLA) Y JULIETA 0,,,,SALINAS,CANELONES,098914786,,,,salinas.uy@gmail.com,www.albatros.uy,,,-32.620800,-55.612700,,,,,,,,,673,6086390
665,GLAMPING Y CAMPING PLAYA ESCONDIDA,M,RUTA 10 (RAMBLA) Y AV JULIETA 0,,,,SALINAS,CANELONES,,,,098673127,salinas.uy@gmail.com,https://playaescondida.uy,,,-34.783400,-55.835400,,,,,,,,,665,6017504
686,CABAÑAS SIERRAS DEL MAR,M,DIAGONAL OESTE S/N,,,,SANTA ANA,CANELONES,,,,094356110,yajacolombo@gmail.com,,,,-32.620800,-55.612700,,,,,,,,ACTUALIZACION DE DATOS - CABAÑAS,686,6231778
143,HOTEL LAMAS,M,DIEGO LAMAS S/N Y LUIS ALBERTO DE HERRERA,,,,SANTA LUCIA,CANELONES,43347130,4334624,,099331388,,www.hotellamas.com.uy,,,-34.459700,-56.385200,,,,,,,,,143,4647285
264,HOTEL ORIENTAL,M,JOSE BATLLE Y ORDOÑEZ 99,,,,SANTA LUCIA,CANELONES,43346276,,,098075170,hoteloriental@gmail.com,,,,-34.449200,-56.398300,,,,,,,,,264,4899291
687,BALCONES DEL LAGO APART,M,RAMBLA Y CALLE 2 PADRON 2006,,,,LAGO MERIN,CERRO LARGO,,,,099803817,balconesdellago970@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,687,6232083
680,HOTEL LAGUNA MERIN,M,CALLE 18 Y 11,,,,LAGO MERIN,CERRO LARGO,46798033,,,,hotelagunamerin@hotmail.com,www.hotellagunamerin.com.uy,,,-32.744900,-53.260200,,,,,,,,,680,6111441
225,HOTEL CROWN,M,BATLLE Y ORDOÑEZ 609,,,,MELO,CERRO LARGO,46422261,46422681,,098949638,hotelcrownmelo@adinet.com.uy,www.hotelcrownmelo.com.uy,,,-32.370200,-54.170700,,,,,,,,,225,4786031
277,HOTEL IMPERIAL,M,BULEVAR FRANCISCO MATA 333,,,,MELO,CERRO LARGO,46430450,,,092020388,hotelimperialmelo@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,277,5036782
702,HOTEL JUANA DE IBARBOUROU,M,RUTA 8 KILOMETRO 402,,,,MELO,CERRO LARGO,46425260,46425262,,092976920,reservas@hoteljuana.com.uy,www.hoteljuana.com.uy,,,-32.620800,-55.612700,,,,,,,,,702,6238225
307,HOTEL VIRREY PEDRO DE MELO,M,GENERAL JUSTINO MUNIZ 727,,,,MELO,CERRO LARGO,46422411,,,099802886,sergiooderamelo@gmail.com,www.hotelvirreypedrodemelo.com,,,-32.368800,-54.169700,,,,,,,,,307,5070927
538,POSADA LA COMANDANCIA,M,18 DE JULIO 408,,,,MELO,CERRO LARGO,46430392,46430393,,,posadalacomandancia@hotmail.com,www.posadalacomandancia.com/web,,,-32.620800,-55.612700,,,,,,,,,538,5545117
812,COMPLEJO PALMERAS DE MERIN,M,CALLE 3 - M55,,,,RIO BRANCO,CERRO LARGO,23053115,23097707/11,,099612894,csoe@adinet.com.uy,www.csoe.uy,,,-32.620800,-55.612700,,,,,,,,,812,6950629
